Row.names	Apap_The_002_1	Apap_The_002_2	Apap_The_002_3	Apap_The_024_1	Apap_The_024_2	Apap_The_024_3	Apap_Tox_002_2	Apap_Tox_002_3	Apap_Tox_024_1	Apap_Tox_024_2	Con_DMSO_002_1	Con_DMSO_002_2	Con_DMSO_002_3	Con_DMSO_024_1	Con_DMSO_024_2	Con_DMSO_024_3
ENSG00000260385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260400	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260401	141	48	53	24	28	35	0	2	0	3	0	45	0	115	0	0
ENSG00000260402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260404	28	0	0	9.44	3	0	0	0	17	0	1	0	0	0	0	0
ENSG00000260405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260413	128	0	0	101.49	17	0	44	0	0	0	3.61	0	0	0	0	281.92
ENSG00000260414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260418	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000260419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260423	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000260425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260428	0	105	0	0	0	40	0	46	0	35	0	0	0	0	0	0
ENSG00000260430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260442	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260448	0	0	0	0	2	0	91	0	0	0	0	0	0	0	33	0
ENSG00000260450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260456	58	133	0	0	56	20	5	110	0	53	0	113.5	638	0	0	0
ENSG00000260457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260461	0	66	0	18	21	0	0	0	0	0	1	1	0	0	0	0
ENSG00000260464	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260465	0	0	22.04	0	0	0	0	0	0	0	124.13	0	59.64	35.34	0	0
ENSG00000260466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260482	45	127.99	19.34	122.25	239.56	4.02	117.34	44.89	150.51	54.92	0	0.42	493.08	0	205.62	0
ENSG00000260483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260493	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0
ENSG00000260494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260500	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ENSG00000260504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260507	2	0	0	6.6	4.33	18.94	6.01	0	0	0	0	0.82	0	0	0	0
ENSG00000260509	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ENSG00000260510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260518	0	0	25	0	0	0	1	0	0	0	0	44.67	839	0	16	0
ENSG00000260519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260528	0	0	0	0	2.88	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0	0	10.54	51.44	0	0	0	0	0	0	0
ENSG00000260536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260537	2235.8	1440.14	620.1	724.82	1811.37	0	2294.29	1578.19	1022.29	1371.65	2251.73	0	0	824.74	1568.03	1590.39
ENSG00000260540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260549	1174	3505.94	2273	3777.17	2820.09	3155	1802.02	1605.1	821	1988	1129	2878	4614	1147	1121	1787
ENSG00000260550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260552	0	75.96	65.96	31.89	176.45	50.6	104.7	71.9	0	175.97	65.81	0	652	329.14	1	168.83
ENSG00000260555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260565	2	68.83	1	20.14	82.08	2.13	120.51	90	0	14	192	41	1	0	40	90
ENSG00000260566	0	0	0	0	0	63.86	23.57	0	23.01	0	0	0	0	0	0	0
ENSG00000260568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260569	0	52	0	1	0	0	0	0	0	0	0	267	0	0	0	0
ENSG00000260570	0	0	0	0	0	0	0	0	55.05	0	0	0	0	0	0	0
ENSG00000260571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260578	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0
ENSG00000260579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260589	0	58.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260592	0	0	0	0	0	0	0	0	0	0	31.56	0	0	0	0	0
ENSG00000260593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260602	70	0	0	30	27	0	0	0	0	0	31	0	0	0	0	0
ENSG00000260603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260604	54	279	19	447	590	156	492	163	148	285	49	28	1	140	927	44
ENSG00000260605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260619	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260630	68	100	36	89	122	0	3	78	0	0	0	1	0	0	514	0
ENSG00000260631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260643	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260651	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260653	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260669	0	0	0	26.85	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260682	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000260683	0	0	0	0	0	0	0	2.64	0	0	0	0	0	0	0	0
ENSG00000260685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260689	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
ENSG00000260690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260691	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	9
ENSG00000260693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260704	80	0	42	22	0	1	0	0	106	19	0	0	0	0	0	0
ENSG00000260706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260708	4	25	0	38	0	0	102	0	1	0	0	50	0	0	0	0
ENSG00000260710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260711	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99
ENSG00000260715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260719	0	0	0	0	0	9.74	0	0	0	0	0	2.98	0	0	0	0
ENSG00000260720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260731	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260735	0	172	0	55	38	101	0	7	0	32	194	38	0	0	1	0
ENSG00000260737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260743	0	69	0	0	37	0	37	62	46	0	1	0	0	199	295	32
ENSG00000260744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260751	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260755	0	41.72	0	4.77	0	0	9.6	0	15.02	0	0	0	0	0	0	0
ENSG00000260756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260762	0	1.04	0	0	11.5	0	0	0	0	5	0	1	0	0	0	0
ENSG00000260763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260765	0	0	0	0	0	8.03	0	0	0	0	0	0	0	0	0	0
ENSG00000260766	143	92	0	32	51	44	104	63	128	110	88	56	0	56	235	417
ENSG00000260769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260772	0	0	0	10.92	0	0	0	0.01	0	9.39	19.83	0	0	0	0	0
ENSG00000260773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260774	0	2	0	58	29	0	0	0	0	52	166	0	0	3	0	0
ENSG00000260776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260778	0	7.39	57.36	4	0	0	0.37	0	0	0	0	0	0	0	0.95	0
ENSG00000260779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260782	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260785	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0
ENSG00000260786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260790	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260792	7	0	7.32	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000260793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260799	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260802	0	39	0	0	0	0	0	0	54	5	75	0	478	0	0	0
ENSG00000260803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260804	219	14	72	96	134	11	72	55	299	127	173	2	1	3	780	0
ENSG00000260805	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ENSG00000260806	2	43	0	0	0	78	0	0	0	0	0	0	0	96	0	0
ENSG00000260807	0	0	0	30	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260818	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0
ENSG00000260822	281	172	138	153	95	0	147	76	215	339	177	10	650	251	0	393
ENSG00000260823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
