AC   MIPF0000001
ID   mir-17
MI   MI0001215  gga-mir-107
MI   MI0001236  gga-mir-103-1
MI   MI0001962  dre-mir-103
MI   MI0001963  dre-mir-107
MI   MI0002448  ssc-mir-103
MI   MI0002449  ssc-mir-107
MI   MI0002738  age-mir-103
MI   MI0002739  ggo-mir-103
MI   MI0002740  ppa-mir-103
MI   MI0002741  ppy-mir-103
MI   MI0002742  ptr-mir-103-1
MI   MI0002743  mml-mir-103-1
MI   MI0002744  lla-mir-103
MI   MI0002745  mne-mir-103
MI   MI0002754  mml-mir-107
MI   MI0002755  ptr-mir-107
MI   MI0002756  ggo-mir-107
MI   MI0002757  ppy-mir-107
MI   MI0002758  lla-mir-107
MI   MI0002759  mne-mir-107
MI   MI0002760  ppa-mir-107
MI   MI0003377  fru-mir-103
MI   MI0003378  tni-mir-103
MI   MI0003379  fru-mir-107
MI   MI0003380  tni-mir-107
MI   MI0004736  bta-mir-103-1
MI   MI0004823  xtr-mir-107
MI   MI0004904  xtr-mir-103-1
MI   MI0004929  xtr-mir-103-2
MI   MI0005006  bta-mir-107
MI   MI0005284  mdo-mir-103-1
MI   MI0005285  mdo-mir-103-2
MI   MI0005286  mdo-mir-107
MI   MI0005456  bta-mir-103-2
MI   MI0006748  oan-mir-103-2
MI   MI0006857  oan-mir-107
MI   MI0006930  oan-mir-103-1
MI   MI0007611  mml-mir-103-2
MI   MI0008072  cfa-mir-107
MI   MI0008098  cfa-mir-103
MI   MI0008409  ptr-mir-103-2
//
AC   MIPF0000025
ID   mir-99
MI   MI0000101  hsa-mir-99a
MI   MI0000102  hsa-mir-100
MI   MI0000146  mmu-mir-99a
MI   MI0000147  mmu-mir-99b
MI   MI0000378  dme-mir-100
MI   MI0000692  mmu-mir-100
MI   MI0000746  hsa-mir-99b
MI   MI0000883  rno-mir-99a
MI   MI0000884  rno-mir-99b
MI   MI0000885  rno-mir-100
MI   MI0001173  gga-mir-99a
MI   MI0001258  gga-mir-100
MI   MI0001322  dps-mir-100
MI   MI0001603  aga-mir-100
MI   MI0001956  dre-mir-99-1
MI   MI0001957  dre-mir-99-2
MI   MI0001958  dre-mir-100-1
MI   MI0001959  dre-mir-100-2
MI   MI0002702  mml-mir-99a
MI   MI0002703  ptr-mir-99a
MI   MI0002704  ggo-mir-99a
MI   MI0002705  ppy-mir-99a
MI   MI0002706  lla-mir-99a
MI   MI0002707  mne-mir-99a
MI   MI0002708  ppa-mir-99a
MI   MI0002709  ggo-mir-100
MI   MI0002710  age-mir-100
MI   MI0002711  ppa-mir-100
MI   MI0002712  ppy-mir-100
MI   MI0002713  ptr-mir-100
MI   MI0002714  mml-mir-100
MI   MI0002715  sla-mir-100
MI   MI0002716  lla-mir-100
MI   MI0003409  fru-mir-100
MI   MI0003410  tni-mir-100
MI   MI0004751  bta-mir-99a
MI   MI0004821  xtr-mir-99
MI   MI0004927  xtr-mir-100
MI   MI0005281  mdo-mir-100
MI   MI0005469  bta-mir-99b
MI   MI0005728  ame-mir-100
MI   MI0006815  oan-mir-100
MI   MI0006897  oan-mir-99
MI   MI0007077  ssc-mir-99b
MI   MI0007609  mml-mir-99b
MI   MI0008003  cfa-mir-99b
MI   MI0008075  cfa-mir-99a-1
MI   MI0008102  cfa-mir-99a-2
MI   MI0008891  ptr-mir-99b
MI   MI0008911  tca-mir-100
MI   MI0009017  dan-mir-100
MI   MI0009027  der-mir-100
MI   MI0009100  dgr-mir-100
MI   MI0009191  dmo-mir-100
MI   MI0009272  dpe-mir-100-2
MI   MI0009324  dpe-mir-100-1
MI   MI0009358  dse-mir-100
MI   MI0009437  dsi-mir-100
MI   MI0009541  dvi-mir-100
MI   MI0009622  dwi-mir-100
MI   MI0009633  dya-mir-100
//
AC   MIPF0000026
ID   mir-218
MI   MI0000294  hsa-mir-218-1
MI   MI0000295  hsa-mir-218-2
MI   MI0000700  mmu-mir-218-1
MI   MI0000701  mmu-mir-218-2
MI   MI0000957  rno-mir-218-2
MI   MI0000958  rno-mir-218-1
MI   MI0001212  gga-mir-218-1
MI   MI0001237  gga-mir-218-2
MI   MI0001284  gga-mir-218-3
MI   MI0002051  dre-mir-218a-1
MI   MI0002052  dre-mir-218a-2
MI   MI0002053  dre-mir-218b
MI   MI0002868  ggo-mir-218
MI   MI0002869  age-mir-218
MI   MI0002870  ppa-mir-218-1
MI   MI0002871  lca-mir-218
MI   MI0002872  ppy-mir-218-1
MI   MI0002873  ptr-mir-218-1
MI   MI0002874  sla-mir-218-1
MI   MI0002875  lla-mir-218-1
MI   MI0002876  mne-mir-218-1
MI   MI0002877  ppa-mir-218-2
MI   MI0002878  ppy-mir-218-2
MI   MI0002879  ptr-mir-218-2
MI   MI0002880  mml-mir-218-2
MI   MI0002881  sla-mir-218-2
MI   MI0002882  lla-mir-218-2
MI   MI0002883  mne-mir-218-2
MI   MI0003307  fru-mir-218b
MI   MI0003308  tni-mir-218b
MI   MI0003317  fru-mir-218a-1
MI   MI0003318  tni-mir-218a-1
MI   MI0003390  fru-mir-218a-2
MI   MI0003391  tni-mir-218a-2
MI   MI0004871  xtr-mir-218-1
MI   MI0004872  xtr-mir-218-2
MI   MI0005017  bta-mir-218
MI   MI0005322  mdo-mir-218
MI   MI0006673  oan-mir-218
MI   MI0007675  mml-mir-218-1
MI   MI0008079  cfa-mir-218-1
MI   MI0008097  cfa-mir-218-2
//
AC   MIPF0000027
ID   mir-23
MI   MI0000079  hsa-mir-23a
MI   MI0000141  mmu-mir-23b
MI   MI0000439  hsa-mir-23b
MI   MI0000571  mmu-mir-23a
MI   MI0000852  rno-mir-23a
MI   MI0000853  rno-mir-23b
MI   MI0001273  gga-mir-23b
MI   MI0001913  dre-mir-23a-1
MI   MI0001915  dre-mir-23a-2
MI   MI0001916  dre-mir-23a-3
MI   MI0001917  dre-mir-23b
MI   MI0002427  ssc-mir-23a
MI   MI0002499  ptr-mir-23b
MI   MI0002500  ppy-mir-23b
MI   MI0002501  ppa-mir-23b
MI   MI0003035  ggo-mir-23a
MI   MI0003038  age-mir-23a
MI   MI0003040  ppa-mir-23a
MI   MI0003043  lca-mir-23a
MI   MI0003045  ppy-mir-23a
MI   MI0003048  ptr-mir-23a
MI   MI0003051  mml-mir-23a
MI   MI0003054  sla-mir-23a
MI   MI0003056  mne-mir-23a
MI   MI0003227  fru-mir-23a-2
MI   MI0003228  tni-mir-23a-2
MI   MI0003269  fru-mir-23b
MI   MI0003270  tni-mir-23b
MI   MI0003415  fru-mir-23a-1
MI   MI0003416  tni-mir-23a-1
MI   MI0003429  fru-mir-23a-3
MI   MI0003430  tni-mir-23a-3
MI   MI0004806  xtr-mir-23a-2
MI   MI0004894  xtr-mir-23a-1
MI   MI0004913  xtr-mir-23b
MI   MI0005042  bta-mir-23a
MI   MI0005066  bta-mir-23b
MI   MI0005363  mdo-mir-23a
MI   MI0005366  mdo-mir-23b
MI   MI0006759  oan-mir-23b
MI   MI0006824  oan-mir-23a
MI   MI0007592  mml-mir-23b
MI   MI0008008  cfa-mir-23b
MI   MI0008039  cfa-mir-23a
//
AC   MIPF0000028
ID   mir-135
MI   MI0000161  mmu-mir-135a-1
MI   MI0000452  hsa-mir-135a-1
MI   MI0000453  hsa-mir-135a-2
MI   MI0000645  rno-mir-135b
MI   MI0000646  mmu-mir-135b
MI   MI0000715  mmu-mir-135a-2
MI   MI0000810  hsa-mir-135b
MI   MI0000908  rno-mir-135a
MI   MI0001169  gga-mir-135a-2
MI   MI0001231  gga-mir-135a-1
MI   MI0001264  gga-mir-135a-3
MI   MI0001996  dre-mir-135c-1
MI   MI0001997  dre-mir-135c-2
MI   MI0001998  dre-mir-135c-3
MI   MI0002415  ssc-mir-135-1
MI   MI0002416  ssc-mir-135-2
MI   MI0002537  lla-mir-135-1
MI   MI0002538  age-mir-135-1
MI   MI0002539  ppa-mir-135-1
MI   MI0002540  mml-mir-135a-2
MI   MI0002541  ptr-mir-135a-2
MI   MI0002542  ggo-mir-135
MI   MI0002543  ppy-mir-135
MI   MI0002544  lla-mir-135-2
MI   MI0002545  age-mir-135-2
MI   MI0002546  ppa-mir-135-2
MI   MI0003362  fru-mir-135b
MI   MI0003363  tni-mir-135b
MI   MI0003364  dre-mir-135b
MI   MI0003388  fru-mir-135a
MI   MI0003389  tni-mir-135a
MI   MI0003692  dre-mir-135a
MI   MI0004838  xtr-mir-135-1
MI   MI0004933  xtr-mir-135-2
MI   MI0005297  mdo-mir-135a
MI   MI0005298  mdo-mir-135b
MI   MI0006705  oan-mir-135b
MI   MI0006902  oan-mir-135a
MI   MI0007624  mml-mir-135a-1
MI   MI0007625  mml-mir-135b
MI   MI0008025  cfa-mir-135
MI   MI0008536  ptr-mir-135a-1
MI   MI0008537  ptr-mir-135b
//
AC   MIPF0000029
ID   mir-133
MI   MI0000159  mmu-mir-133a-1
MI   MI0000362  dme-mir-133
MI   MI0000450  hsa-mir-133a-1
MI   MI0000451  hsa-mir-133a-2
MI   MI0000820  mmu-mir-133a-2
MI   MI0000821  mmu-mir-133b
MI   MI0000822  hsa-mir-133b
MI   MI0000906  rno-mir-133a
MI   MI0001195  gga-mir-133a-1
MI   MI0001206  gga-mir-133b
MI   MI0001248  gga-mir-133a-2
MI   MI0001255  gga-mir-133c
MI   MI0001325  dps-mir-133
MI   MI0001455  xla-mir-133a
MI   MI0001579  ame-mir-133
MI   MI0001606  aga-mir-133
MI   MI0001992  dre-mir-133a-2
MI   MI0001993  dre-mir-133a-1
MI   MI0001994  dre-mir-133b
MI   MI0001995  dre-mir-133c
MI   MI0002528  ggo-mir-133a
MI   MI0002529  age-mir-133a
MI   MI0002530  ppa-mir-133a
MI   MI0002531  ppy-mir-133a
MI   MI0002532  ptr-mir-133a-1
MI   MI0002533  mml-mir-133a
MI   MI0002534  sla-mir-133a
MI   MI0002535  lla-mir-133a
MI   MI0002536  mne-mir-133a
MI   MI0003397  fru-mir-133
MI   MI0003398  tni-mir-133
MI   MI0003490  rno-mir-133b
MI   MI0004835  xtr-mir-133c
MI   MI0004836  xtr-mir-133d
MI   MI0004837  xtr-mir-133b
MI   MI0004962  xtr-mir-133a
MI   MI0005296  mdo-mir-133a
MI   MI0006701  oan-mir-133a
MI   MI0006780  oan-mir-133b
MI   MI0006877  oan-mir-133c
MI   MI0007167  cin-mir-133
MI   MI0007621  mml-mir-133c
MI   MI0007622  mml-mir-133b
MI   MI0008345  bmo-mir-133
MI   MI0008533  ptr-mir-133a-2
MI   MI0008534  ptr-mir-133b
MI   MI0008914  tca-mir-133
MI   MI0009005  dan-mir-133
MI   MI0009029  der-mir-133
MI   MI0009171  dgr-mir-133
MI   MI0009231  dmo-mir-133
MI   MI0009266  dpe-mir-133
MI   MI0009396  dse-mir-133
MI   MI0009468  dsi-mir-133
MI   MI0009502  dvi-mir-133
MI   MI0009625  dwi-mir-133
MI   MI0009644  dya-mir-133
//
AC   MIPF0000030
ID   MIR171_1
MI   MI0000213  ath-MIR170
MI   MI0000214  ath-MIR171a
MI   MI0000680  osa-MIR171a
MI   MI0000989  ath-MIR171b
MI   MI0000990  ath-MIR171c
MI   MI0001133  osa-MIR171b
MI   MI0001134  osa-MIR171c
MI   MI0001135  osa-MIR171d
MI   MI0001136  osa-MIR171e
MI   MI0001137  osa-MIR171f
MI   MI0001155  osa-MIR171i
MI   MI0001491  zma-MIR171a
MI   MI0001492  zma-MIR171b
MI   MI0001564  sbi-MIR171b
MI   MI0001565  sbi-MIR171d
MI   MI0001566  sbi-MIR171a
MI   MI0001753  mtr-MIR171
MI   MI0001792  zma-MIR171d
MI   MI0001793  zma-MIR171f
MI   MI0001835  zma-MIR171c
MI   MI0001836  zma-MIR171j
MI   MI0001837  zma-MIR171e
MI   MI0001838  zma-MIR171i
MI   MI0002277  ptc-MIR171a
MI   MI0002278  ptc-MIR171b
MI   MI0002279  ptc-MIR171c
MI   MI0002280  ptc-MIR171d
MI   MI0002281  ptc-MIR171e
MI   MI0002282  ptc-MIR171f
MI   MI0002283  ptc-MIR171g
MI   MI0002284  ptc-MIR171h
MI   MI0002285  ptc-MIR171i
MI   MI0002286  ptc-MIR171j
MI   MI0005114  ptc-MIR171k
MI   MI0005688  ppt-MIR171a
MI   MI0005689  ppt-MIR171b
MI   MI0005771  bna-MIR171g
MI   MI0006056  smo-MIR171a
MI   MI0006057  smo-MIR171b
MI   MI0006058  smo-MIR171c
MI   MI0006059  smo-MIR171d
MI   MI0006175  tae-MIR171
MI   MI0006450  bna-MIR171a
MI   MI0006451  bna-MIR171b
MI   MI0006452  bna-MIR171c
MI   MI0006453  bna-MIR171d
MI   MI0006454  bna-MIR171e
MI   MI0006455  bna-MIR171f
MI   MI0006536  vvi-MIR171a
MI   MI0006537  vvi-MIR171b
MI   MI0006538  vvi-MIR171c
MI   MI0006539  vvi-MIR171d
MI   MI0006540  vvi-MIR171e
MI   MI0006541  vvi-MIR171f
MI   MI0006542  vvi-MIR171h
MI   MI0006543  vvi-MIR171i
MI   MI0007213  gma-MIR171a
MI   MI0008365  sly-MIR171a
MI   MI0008366  sly-MIR171b
MI   MI0008367  sly-MIR171c
MI   MI0008368  sly-MIR171d
//
AC   MIPF0000031
ID   mir-196
MI   MI0000238  hsa-mir-196a-1
MI   MI0000279  hsa-mir-196a-2
MI   MI0000552  mmu-mir-196a-1
MI   MI0000553  mmu-mir-196a-2
MI   MI0000940  rno-mir-196a
MI   MI0001150  hsa-mir-196b
MI   MI0001151  mmu-mir-196b
MI   MI0001152  rno-mir-196b
MI   MI0001190  gga-mir-196-2
MI   MI0001268  gga-mir-196-1
MI   MI0001282  gga-mir-196-3
MI   MI0001372  dre-mir-196a-1
MI   MI0002035  dre-mir-196a-2
MI   MI0002036  dre-mir-196b
MI   MI0002457  ssc-mir-196
MI   MI0002821  mml-mir-196a-1
MI   MI0002822  ggo-mir-196-1
MI   MI0002823  ppy-mir-196-1
MI   MI0002824  ptr-mir-196a-2
MI   MI0002825  ggo-mir-196-2
MI   MI0002826  ppy-mir-196-2
MI   MI0002827  lla-mir-196
MI   MI0002828  age-mir-196
MI   MI0002829  ppa-mir-196
MI   MI0003271  fru-mir-196a-2
MI   MI0003272  tni-mir-196a-2
MI   MI0003299  fru-mir-196a-1
MI   MI0003300  tni-mir-196a-1
MI   MI0003365  fru-mir-196b
MI   MI0003366  tni-mir-196b
MI   MI0004942  xtr-mir-196a
MI   MI0004943  xtr-mir-196b
MI   MI0005313  mdo-mir-196b
MI   MI0006136  rno-mir-196c
MI   MI0006709  oan-mir-196a
MI   MI0006869  oan-mir-196b
MI   MI0007659  mml-mir-196a-2
MI   MI0007660  mml-mir-196b
MI   MI0008016  cfa-mir-196b
MI   MI0008068  cfa-mir-196a
MI   MI0008569  ptr-mir-196a-1
MI   MI0008570  ptr-mir-196b
//
AC   MIPF0000032
ID   MIR160
MI   MI0000190  ath-MIR160a
MI   MI0000191  ath-MIR160b
MI   MI0000192  ath-MIR160c
MI   MI0000663  osa-MIR160a
MI   MI0000664  osa-MIR160b
MI   MI0000665  osa-MIR160c
MI   MI0000666  osa-MIR160d
MI   MI0001100  osa-MIR160e
MI   MI0001101  osa-MIR160f
MI   MI0001465  zma-MIR160a
MI   MI0001466  zma-MIR160c
MI   MI0001467  zma-MIR160d
MI   MI0001468  zma-MIR160b
MI   MI0001479  zma-MIR160e
MI   MI0001507  sbi-MIR160d
MI   MI0001508  sbi-MIR160a
MI   MI0001509  sbi-MIR160c
MI   MI0001510  sbi-MIR160b
MI   MI0001511  sbi-MIR160e
MI   MI0001739  mtr-MIR160
MI   MI0001774  gma-MIR160
MI   MI0001848  zma-MIR160f
MI   MI0002201  ptc-MIR160a
MI   MI0002202  ptc-MIR160b
MI   MI0002203  ptc-MIR160c
MI   MI0002204  ptc-MIR160d
MI   MI0002205  ptc-MIR160e
MI   MI0002206  ptc-MIR160f
MI   MI0002207  ptc-MIR160g
MI   MI0002208  ptc-MIR160h
MI   MI0005655  ppt-MIR160a
MI   MI0005656  ppt-MIR160b
MI   MI0005657  ppt-MIR160c
MI   MI0005658  ppt-MIR160d
MI   MI0005901  ppt-MIR160e
MI   MI0005902  ppt-MIR160f
MI   MI0005903  ppt-MIR160g
MI   MI0005904  ppt-MIR160h
MI   MI0005905  ppt-MIR160i
MI   MI0006051  smo-MIR160a
MI   MI0006052  smo-MIR160b
MI   MI0006172  tae-MIR160
MI   MI0006496  vvi-MIR160a
MI   MI0006497  vvi-MIR160b
MI   MI0006498  vvi-MIR160c
MI   MI0006499  vvi-MIR160d
MI   MI0006500  vvi-MIR160e
MI   MI0006501  vvi-MIR160f
MI   MI0008357  sly-MIR160a
//
AC   MIPF0000033
ID   mir-10
MI   MI0000130  dme-mir-10
MI   MI0000221  mmu-mir-10b
MI   MI0000266  hsa-mir-10a
MI   MI0000267  hsa-mir-10b
MI   MI0000685  mmu-mir-10a
MI   MI0000841  rno-mir-10a
MI   MI0000842  rno-mir-10b
MI   MI0001216  gga-mir-10b
MI   MI0001307  dps-mir-10
MI   MI0001363  dre-mir-10a
MI   MI0001364  dre-mir-10b-1
MI   MI0001602  aga-mir-10
MI   MI0001887  dre-mir-10b-2
MI   MI0001888  dre-mir-10c
MI   MI0001889  dre-mir-10d-1
MI   MI0001890  dre-mir-10d-2
MI   MI0002788  ggo-mir-10a
MI   MI0002789  ppy-mir-10a
MI   MI0002790  sla-mir-10a
MI   MI0002791  age-mir-10a
MI   MI0002792  ppa-mir-10a
MI   MI0002793  ggo-mir-10b
MI   MI0002794  mne-mir-10b
MI   MI0002795  ppa-mir-10b
MI   MI0003279  fru-mir-10b-1
MI   MI0003280  tni-mir-10b-2
MI   MI0003297  fru-mir-10b-2
MI   MI0003298  tni-mir-10b-1
MI   MI0003449  fru-mir-10c
MI   MI0003450  tni-mir-10c
MI   MI0004796  xtr-mir-10a
MI   MI0004797  xtr-mir-10b
MI   MI0004798  xtr-mir-10c
MI   MI0004966  tni-mir-10d
MI   MI0004967  fru-mir-10d
MI   MI0004973  bmo-mir-10
MI   MI0005007  bta-mir-10a
MI   MI0005052  bta-mir-10b
MI   MI0005273  mdo-mir-10a
MI   MI0005274  mdo-mir-10b
MI   MI0005727  ame-mir-10
MI   MI0006859  oan-mir-10a
MI   MI0006921  oan-mir-10b
MI   MI0007559  gga-mir-10a
MI   MI0007587  mml-mir-10a
MI   MI0007588  mml-mir-10b
MI   MI0008161  cfa-mir-10
MI   MI0008410  ptr-mir-10a
MI   MI0008411  ptr-mir-10b
MI   MI0008899  tca-mir-10
MI   MI0009014  dan-mir-10
MI   MI0009091  der-mir-10
MI   MI0009146  dgr-mir-10
MI   MI0009247  dmo-mir-10
MI   MI0009311  dpe-mir-10
MI   MI0009346  dse-mir-10
MI   MI0009454  dsi-mir-10
MI   MI0009528  dvi-mir-10
MI   MI0009600  dwi-mir-10
MI   MI0009654  dya-mir-10
//
AC   MIPF0000034
ID   mir-130
MI   MI0000156  mmu-mir-130a
MI   MI0000401  mmu-mir-301a
MI   MI0000408  mmu-mir-130b
MI   MI0000448  hsa-mir-130a
MI   MI0000593  rno-mir-301a
MI   MI0000745  hsa-mir-301a
MI   MI0000748  hsa-mir-130b
MI   MI0000903  rno-mir-130a
MI   MI0000904  rno-mir-130b
MI   MI0001239  gga-mir-130b
MI   MI0001240  gga-mir-301
MI   MI0001241  gga-mir-130a
MI   MI0001984  dre-mir-130a-1
MI   MI0001985  dre-mir-130a-2
MI   MI0001986  dre-mir-130b
MI   MI0001987  dre-mir-130c-1
MI   MI0001988  dre-mir-130c-2
MI   MI0002059  dre-mir-301a-1
MI   MI0002060  dre-mir-301a-2
MI   MI0002061  dre-mir-301b
MI   MI0002062  dre-mir-301c
MI   MI0002432  ssc-mir-301
MI   MI0002524  mml-mir-130a
MI   MI0002525  ggo-mir-130a
MI   MI0002526  mne-mir-130a
MI   MI0002527  ppa-mir-130a
MI   MI0003309  fru-mir-301
MI   MI0003310  tni-mir-301
MI   MI0003311  fru-mir-130
MI   MI0003312  tni-mir-130
MI   MI0004122  mmu-mir-301b
MI   MI0004831  xtr-mir-130a
MI   MI0004832  xtr-mir-130c
MI   MI0004833  xtr-mir-130b
MI   MI0004876  xtr-mir-301-1
MI   MI0004877  xtr-mir-301-2
MI   MI0005295  mdo-mir-130a
MI   MI0005568  hsa-mir-301b
MI   MI0006137  rno-mir-301b
MI   MI0006726  oan-mir-130c
MI   MI0006727  oan-mir-301
MI   MI0006844  oan-mir-130a
MI   MI0006882  oan-mir-130b
MI   MI0007560  gga-mir-130c
MI   MI0007565  gga-mir-301b
MI   MI0007619  mml-mir-130b
MI   MI0007685  mml-mir-301a
MI   MI0007686  mml-mir-301b
MI   MI0008029  cfa-mir-130a
MI   MI0008064  cfa-mir-130b
MI   MI0008217  ssc-mir-130a
MI   MI0008527  ptr-mir-130a
MI   MI0008528  ptr-mir-130b
MI   MI0008597  ptr-mir-301a
MI   MI0008598  ptr-mir-301b
//
AC   MIPF0000035
ID   MIR172
MI   MI0000215  ath-MIR172a
MI   MI0000216  ath-MIR172b
MI   MI0000991  ath-MIR172c
MI   MI0000992  ath-MIR172d
MI   MI0001089  ath-MIR172e
MI   MI0001139  osa-MIR172a
MI   MI0001140  osa-MIR172b
MI   MI0001141  osa-MIR172c
MI   MI0001154  osa-MIR172d
MI   MI0001493  zma-MIR172a
MI   MI0001494  zma-MIR172d
MI   MI0001495  zma-MIR172b
MI   MI0001496  zma-MIR172c
MI   MI0001501  sbi-MIR172b
MI   MI0001502  sbi-MIR172c
MI   MI0001503  sbi-MIR172a
MI   MI0001568  sbi-MIR172e
MI   MI0001571  sbi-MIR172d
MI   MI0001780  gma-MIR172a
MI   MI0001781  gma-MIR172b
MI   MI0001840  zma-MIR172e
MI   MI0002287  ptc-MIR172a
MI   MI0002288  ptc-MIR172b
MI   MI0002289  ptc-MIR172c
MI   MI0002290  ptc-MIR172d
MI   MI0002291  ptc-MIR172e
MI   MI0002292  ptc-MIR172f
MI   MI0002293  ptc-MIR172g
MI   MI0002294  ptc-MIR172h
MI   MI0006544  vvi-MIR172a
MI   MI0006545  vvi-MIR172b
MI   MI0006546  vvi-MIR172c
MI   MI0006547  vvi-MIR172d
MI   MI0009976  sly-MIR172a
MI   MI0009977  sly-MIR172b
//
AC   MIPF0000036
ID   mir-27
MI   MI0000085  hsa-mir-27a
MI   MI0000142  mmu-mir-27b
MI   MI0000440  hsa-mir-27b
MI   MI0000578  mmu-mir-27a
MI   MI0000859  rno-mir-27b
MI   MI0000860  rno-mir-27a
MI   MI0001274  gga-mir-27b
MI   MI0001928  dre-mir-27a
MI   MI0001929  dre-mir-27b
MI   MI0001930  dre-mir-27c
MI   MI0001931  dre-mir-27d
MI   MI0001932  dre-mir-27e
MI   MI0002442  ssc-mir-27a
MI   MI0003036  ggo-mir-27a
MI   MI0003039  age-mir-27a
MI   MI0003041  ppa-mir-27a
MI   MI0003044  lca-mir-27a
MI   MI0003046  ppy-mir-27a
MI   MI0003049  ptr-mir-27a
MI   MI0003052  mml-mir-27a
MI   MI0003055  sla-mir-27a
MI   MI0003057  mne-mir-27a
MI   MI0003267  fru-mir-27b
MI   MI0003268  tni-mir-27b
MI   MI0003417  fru-mir-27e
MI   MI0003418  tni-mir-27e
MI   MI0003431  fru-mir-27c
MI   MI0003432  tni-mir-27c
MI   MI0004746  bta-mir-27a
MI   MI0004760  bta-mir-27b
MI   MI0004809  xtr-mir-27a
MI   MI0004810  xtr-mir-27b
MI   MI0004916  xtr-mir-27c-1
MI   MI0004917  xtr-mir-27c-2
MI   MI0005364  mdo-mir-27a
MI   MI0005367  mdo-mir-27b
MI   MI0006758  oan-mir-27b
MI   MI0006825  oan-mir-27a
MI   MI0007595  mml-mir-27b
MI   MI0008009  cfa-mir-27b
MI   MI0008040  cfa-mir-27a
MI   MI0008591  ptr-mir-27b
//
AC   MIPF0000037
ID   MIR169_2
MI   MI0000212  ath-MIR169a
MI   MI0000679  osa-MIR169a
MI   MI0000976  ath-MIR169b
MI   MI0000977  ath-MIR169c
MI   MI0000978  ath-MIR169d
MI   MI0000979  ath-MIR169e
MI   MI0000980  ath-MIR169f
MI   MI0000981  ath-MIR169g
MI   MI0001117  osa-MIR169b
MI   MI0001118  osa-MIR169c
MI   MI0001473  zma-MIR169a
MI   MI0001474  zma-MIR169b
MI   MI0001515  sbi-MIR169b
MI   MI0001516  sbi-MIR169a
MI   MI0001741  mtr-MIR169a
MI   MI0001742  mtr-MIR169b
MI   MI0001791  gma-MIR169a
MI   MI0001826  zma-MIR169c
MI   MI0002245  ptc-MIR169a
MI   MI0002252  ptc-MIR169b
MI   MI0002253  ptc-MIR169c
MI   MI0002254  ptc-MIR169d
MI   MI0002256  ptc-MIR169f
MI   MI0002257  ptc-MIR169g
MI   MI0002258  ptc-MIR169h
MI   MI0002264  ptc-MIR169n
MI   MI0002269  ptc-MIR169s
MI   MI0002276  ptc-MIR169z
MI   MI0006457  bna-MIR169a
MI   MI0006458  bna-MIR169b
MI   MI0006469  bna-MIR169m
MI   MI0006521  vvi-MIR169a
MI   MI0006523  vvi-MIR169c
MI   MI0006524  vvi-MIR169d
MI   MI0006526  vvi-MIR169f
MI   MI0006527  vvi-MIR169g
MI   MI0006528  vvi-MIR169j
MI   MI0006529  vvi-MIR169k
MI   MI0006530  vvi-MIR169m
MI   MI0006531  vvi-MIR169p
MI   MI0006532  vvi-MIR169r
MI   MI0006533  vvi-MIR169s
MI   MI0006534  vvi-MIR169t
MI   MI0006535  vvi-MIR169u
MI   MI0007211  gma-MIR169b
MI   MI0007212  gma-MIR169c
MI   MI0007940  vvi-MIR169b
MI   MI0007941  vvi-MIR169h
MI   MI0007942  vvi-MIR169i
MI   MI0007943  vvi-MIR169l
MI   MI0007944  vvi-MIR169n
MI   MI0007945  vvi-MIR169o
MI   MI0007946  vvi-MIR169q
MI   MI0007947  vvi-MIR169v
MI   MI0007948  vvi-MIR169w
MI   MI0008361  sly-MIR169a
MI   MI0008363  sly-MIR169c
//
AC   MIPF0000038
ID   mir-1
MI   MI0000003  cel-mir-1
MI   MI0000116  dme-mir-1
MI   MI0000139  mmu-mir-1-1
MI   MI0000249  mmu-mir-206
MI   MI0000437  hsa-mir-1-2
MI   MI0000490  hsa-mir-206
MI   MI0000493  cbr-mir-1
MI   MI0000651  hsa-mir-1-1
MI   MI0000652  mmu-mir-1-2
MI   MI0000948  rno-mir-206
MI   MI0001196  gga-mir-1a-2
MI   MI0001207  gga-mir-206
MI   MI0001247  gga-mir-1a-1
MI   MI0001254  gga-mir-1b
MI   MI0001289  dps-mir-1
MI   MI0001575  ame-mir-1
MI   MI0001601  aga-mir-1
MI   MI0001877  dre-mir-1-2
MI   MI0001878  dre-mir-1-1
MI   MI0002045  dre-mir-206-1
MI   MI0002046  dre-mir-206-2
MI   MI0002619  ppy-mir-206
MI   MI0002620  mne-mir-206
MI   MI0002930  ppa-mir-1
MI   MI0003423  fru-mir-1
MI   MI0003424  tni-mir-1
MI   MI0003489  rno-mir-1
MI   MI0004788  xtr-mir-1a-2
MI   MI0004789  xtr-mir-1a-1
MI   MI0004863  xtr-mir-206
MI   MI0004890  xtr-mir-1b
MI   MI0004969  bmo-mir-1
MI   MI0005269  mdo-mir-1
MI   MI0005317  mdo-mir-206
MI   MI0006283  mmu-mir-1-2-as
MI   MI0006700  oan-mir-1a
MI   MI0006779  oan-mir-206
MI   MI0006876  oan-mir-1b
MI   MI0007568  mml-mir-1-1
MI   MI0007569  mml-mir-1-2
MI   MI0007667  mml-mir-206
MI   MI0008002  cfa-mir-206
MI   MI0008060  cfa-mir-1-1
MI   MI0008118  cfa-mir-1-2
MI   MI0008412  ptr-mir-1-1
MI   MI0008422  ptr-mir-1-2
MI   MI0008576  ptr-mir-206
